term,documentFrequency,termFrequency,documentShare,score,sourceIds
indicating,21,21,0.0563,94.994801,BK0048;BK0049;BK0086;BK0098;BK0103;BK0110;BK0111;BK0116
remain,21,21,0.0563,94.994801,BK0005;BK0011;BK0017;BK0026;BK0034;BK0044;BK0048;BK0073
unclear,21,21,0.0563,94.994801,BK0017;BK0034;BK0059;BK0061;BK0071;BK0073;BK0079;BK0086
amino,18,36,0.048257,94.462695,BK0001;BK0002;BK0008;BK0023;BK0088;BK0091;BK0096;BK0134
combination,20,24,0.053619,94.008794,BK0001;BK0002;BK0022;BK0046;BK0065;BK0091;BK0093;BK0152
patient,20,24,0.053619,94.008794,BK0014;BK0038;BK0050;BK0077;BK0081;BK0107;BK0113;BK0124
histone,18,35,0.048257,93.770161,BK0059;BK0084;BK0105;BK0110;BK0121;BK0156;BK0158;BK0162
inflammation,19,28,0.050938,93.230921,BK0005;BK0014;BK0028;BK0030;BK0032;BK0043;BK0050;BK0061
proteases,18,34,0.048257,93.05865,BK0044;BK0179;BK0211;BK0213;BK0256;BK0323;BK0338;BK0345
drug,20,23,0.053619,92.877124,BK0012;BK0022;BK0028;BK0032;BK0046;BK0056;BK0067;BK0077
mutant,18,33,0.048257,92.327094,BK0036;BK0048;BK0058;BK0064;BK0079;BK0129;BK0135;BK0168
structural,19,27,0.050938,92.301639,BK0001;BK0005;BK0006;BK0012;BK0013;BK0018;BK0022;BK0041
potentially,20,22,0.053619,91.69925,BK0011;BK0021;BK0052;BK0082;BK0084;BK0125;BK0128;BK0131
strategies,20,22,0.053619,91.69925,BK0002;BK0014;BK0021;BK0029;BK0034;BK0057;BK0070;BK0106
unknown,20,22,0.053619,91.69925,BK0031;BK0036;BK0041;BK0084;BK0101;BK0102;BK0106;BK0126
blood,18,32,0.048257,91.574331,BK0003;BK0039;BK0050;BK0120;BK0124;BK0155;BK0164;BK0171
pathological,19,26,0.050938,91.339744,BK0005;BK0013;BK0016;BK0020;BK0043;BK0057;BK0059;BK0063
mutation,18,31,0.048257,90.799094,BK0016;BK0036;BK0040;BK0048;BK0073;BK0079;BK0135;BK0143
cause,20,21,0.053619,90.471239,BK0003;BK0015;BK0037;BK0038;BK0083;BK0093;BK0104;BK0136
chemical,20,21,0.053619,90.471239,BK0046;BK0074;BK0091;BK0092;BK0109;BK0153;BK0156;BK0171
subset,20,21,0.053619,90.471239,BK0012;BK0021;BK0044;BK0068;BK0084;BK0092;BK0149;BK0167
modified,19,25,0.050938,90.342863,BK0002;BK0062;BK0111;BK0187;BK0201;BK0204;BK0208;BK0264
consistent,20,20,0.053619,89.188632,BK0045;BK0046;BK0078;BK0106;BK0111;BK0114;BK0116;BK0120
implications,20,20,0.053619,89.188632,BK0010;BK0024;BK0026;BK0029;BK0032;BK0033;BK0053;BK0068
unique,18,29,0.048257,89.175534,BK0055;BK0057;BK0060;BK0098;BK0135;BK0143;BK0159;BK0163
kinase,17,35,0.045576,88.560707,BK0060;BK0061;BK0094;BK0107;BK0146;BK0191;BK0195;BK0198
broad,19,23,0.050938,88.233268,BK0004;BK0010;BK0026;BK0072;BK0080;BK0085;BK0086;BK0093
deubiquitylating,18,27,0.048257,87.443658,BK0009;BK0042;BK0046;BK0056;BK0058;BK0062;BK0103;BK0118
events,19,22,0.050938,87.114288,BK0015;BK0043;BK0047;BK0054;BK0055;BK0092;BK0099;BK0110
pathogenesis,19,22,0.050938,87.114288,BK0011;BK0020;BK0048;BK0057;BK0068;BK0078;BK0079;BK0082
deubiquitinating,18,26,0.048257,86.532389,BK0018;BK0025;BK0028;BK0045;BK0087;BK0103;BK0147;BK0211
future,19,21,0.050938,85.947677,BK0004;BK0025;BK0031;BK0040;BK0047;BK0051;BK0054;BK0080
covalent,18,25,0.048257,85.587975,BK0002;BK0018;BK0025;BK0042;BK0087;BK0090;BK0091;BK0105
causes,19,20,0.050938,84.729201,BK0034;BK0050;BK0055;BK0069;BK0093;BK0110;BK0119;BK0131
rapid,19,20,0.050938,84.729201,BK0006;BK0010;BK0038;BK0055;BK0100;BK0114;BK0120;BK0154
resulting,19,20,0.050938,84.729201,BK0019;BK0045;BK0064;BK0087;BK0113;BK0118;BK0153;BK0158
labeling,18,24,0.048257,84.607915,BK0030;BK0038;BK0103;BK0106;BK0147;BK0243;BK0286;BK0316
chromatin,17,29,0.045576,84.221337,BK0048;BK0059;BK0069;BK0084;BK0119;BK0121;BK0130;BK0142
activities,18,23,0.048257,83.589411,BK0058;BK0071;BK0084;BK0085;BK0119;BK0144;BK0220;BK0231
controlling,18,23,0.048257,83.589411,BK0026;BK0028;BK0030;BK0067;BK0091;BK0100;BK0107;BK0131
stability,18,23,0.048257,83.589411,BK0046;BK0074;BK0083;BK0110;BK0165;BK0178;BK0184;BK0252
conclusion,19,19,0.050938,83.454031,BK0034;BK0049;BK0051;BK0063;BK0081;BK0100;BK0113;BK0128
increases,19,19,0.050938,83.454031,BK0009;BK0014;BK0021;BK0056;BK0069;BK0084;BK0098;BK0103
indicate,19,19,0.050938,83.454031,BK0043;BK0058;BK0088;BK0111;BK0137;BK0138;BK0169;BK0185
ubiquitylation,16,35,0.042895,83.351254,BK0007;BK0033;BK0048;BK0054;BK0074;BK0092;BK0107;BK0108
matrix,17,27,0.045576,82.585677,BK0011;BK0035;BK0039;BK0052;BK0113;BK0123;BK0149;BK0150
early,18,22,0.048257,82.529325,BK0021;BK0056;BK0070;BK0110;BK0170;BK0172;BK0178;BK0204
less,18,22,0.048257,82.529325,BK0036;BK0065;BK0076;BK0152;BK0154;BK0163;BK0164;BK0205
genome,18,21,0.048257,81.424115,BK0090;BK0099;BK0110;BK0130;BK0146;BK0163;BK0184;BK0212
total,18,21,0.048257,81.424115,BK0055;BK0080;BK0081;BK0129;BK0132;BK0154;BK0159;BK0171
types,18,21,0.048257,81.424115,BK0002;BK0031;BK0033;BK0035;BK0037;BK0050;BK0098;BK0131
correlated,17,25,0.045576,80.833088,BK0008;BK0027;BK0080;BK0122;BK0138;BK0151;BK0177;BK0197
hydroxylation,13,72,0.034853,80.722894,BK0143;BK0223;BK0225;BK0226;BK0245;BK0264;BK0273;BK0277
basis,18,20,0.048257,80.269769,BK0017;BK0018;BK0041;BK0048;BK0050;BK0063;BK0108;BK0153
particular,18,20,0.048257,80.269769,BK0043;BK0046;BK0052;BK0056;BK0065;BK0070;BK0078;BK0141
range,18,20,0.048257,80.269769,BK0031;BK0060;BK0072;BK0076;BK0087;BK0096;BK0136;BK0155
regions,18,20,0.048257,80.269769,BK0018;BK0040;BK0053;BK0080;BK0083;BK0131;BK0143;BK0144
assays,18,19,0.048257,79.061714,BK0012;BK0017;BK0018;BK0022;BK0025;BK0073;BK0080;BK0105
patterns,18,19,0.048257,79.061714,BK0005;BK0010;BK0039;BK0075;BK0086;BK0139;BK0158;BK0186
individual,17,23,0.045576,78.945555,BK0084;BK0099;BK0111;BK0122;BK0166;BK0189;BK0217;BK0239
serum,16,28,0.042895,78.51025,BK0050;BK0128;BK0129;BK0166;BK0171;BK0220;BK0236;BK0241
ubiquitination,16,28,0.042895,78.51025,BK0002;BK0012;BK0026;BK0055;BK0091;BK0158;BK0165;BK0177
epitope,15,35,0.040214,78.1418,BK0040;BK0066;BK0125;BK0151;BK0155;BK0181;BK0204;BK0215
age,17,22,0.045576,77.944363,BK0011;BK0020;BK0023;BK0027;BK0078;BK0086;BK0111;BK0129
generation,17,22,0.045576,77.944363,BK0030;BK0066;BK0092;BK0135;BK0148;BK0197;BK0207;BK0222
set,17,22,0.045576,77.944363,BK0006;BK0037;BK0055;BK0068;BK0078;BK0103;BK0120;BK0131
subunits,17,22,0.045576,77.944363,BK0004;BK0067;BK0074;BK0112;BK0121;BK0141;BK0142;BK0190
despite,18,18,0.048257,77.794706,BK0003;BK0011;BK0043;BK0059;BK0111;BK0112;BK0116;BK0118
arginine,14,45,0.037534,77.764244,BK0001;BK0059;BK0065;BK0123;BK0151;BK0169;BK0174;BK0175
experiments,17,21,0.045576,76.900553,BK0103;BK0108;BK0128;BK0151;BK0178;BK0213;BK0222;BK0231
surface,17,21,0.045576,76.900553,BK0010;BK0053;BK0110;BK0115;BK0120;BK0128;BK0144;BK0155
developed,17,20,0.045576,75.810338,BK0005;BK0008;BK0016;BK0019;BK0032;BK0036;BK0074;BK0076
enrichment,16,24,0.042895,75.207035,BK0020;BK0030;BK0055;BK0063;BK0068;BK0079;BK0082;BK0100
recruitment,16,24,0.042895,75.207035,BK0024;BK0048;BK0071;BK0072;BK0096;BK0110;BK0121;BK0127
containing,17,19,0.045576,74.669396,BK0018;BK0020;BK0048;BK0063;BK0080;BK0085;BK0121;BK0169
molecule,17,19,0.045576,74.669396,BK0002;BK0010;BK0024;BK0025;BK0046;BK0056;BK0076;BK0101
represents,17,19,0.045576,74.669396,BK0012;BK0077;BK0085;BK0092;BK0106;BK0125;BK0132;BK0155
validated,17,19,0.045576,74.669396,BK0012;BK0073;BK0077;BK0093;BK0124;BK0134;BK0137;BK0138
association,16,23,0.042895,74.301699,BK0017;BK0023;BK0029;BK0115;BK0122;BK0151;BK0162;BK0175
cleavage,16,23,0.042895,74.301699,BK0042;BK0064;BK0073;BK0090;BK0141;BK0213;BK0242;BK0285
acute,15,28,0.040214,73.603359,BK0014;BK0080;BK0088;BK0131;BK0136;BK0149;BK0200;BK0230
mammalian,15,28,0.040214,73.603359,BK0064;BK0073;BK0117;BK0127;BK0199;BK0213;BK0262;BK0300
design,17,18,0.045576,73.472778,BK0021;BK0030;BK0040;BK0042;BK0053;BK0080;BK0081;BK0105
diverse,17,18,0.045576,73.472778,BK0015;BK0087;BK0098;BK0120;BK0162;BK0170;BK0175;BK0187
homeostasis,17,18,0.045576,73.472778,BK0005;BK0008;BK0028;BK0082;BK0085;BK0115;BK0117;BK0126
improved,17,18,0.045576,73.472778,BK0018;BK0025;BK0027;BK0032;BK0034;BK0037;BK0046;BK0048
induction,17,18,0.045576,73.472778,BK0055;BK0065;BK0094;BK0097;BK0142;BK0148;BK0165;BK0176
proliferation,16,22,0.042895,73.3594,BK0077;BK0100;BK0162;BK0164;BK0175;BK0179;BK0192;BK0196
versus,16,22,0.042895,73.3594,BK0020;BK0027;BK0058;BK0070;BK0095;BK0104;BK0114;BK0156
number,16,21,0.042895,72.376991,BK0046;BK0067;BK0131;BK0137;BK0138;BK0159;BK0179;BK0195
outcomes,16,21,0.042895,72.376991,BK0014;BK0023;BK0034;BK0047;BK0069;BK0070;BK0088;BK0116
proteolysis,16,21,0.042895,72.376991,BK0090;BK0107;BK0126;BK0146;BK0159;BK0186;BK0192;BK0242
highlight,17,17,0.045576,72.214768,BK0009;BK0013;BK0014;BK0018;BK0028;BK0054;BK0059;BK0126
strategy,17,17,0.045576,72.214768,BK0025;BK0032;BK0042;BK0052;BK0059;BK0131;BK0157;BK0187
confirmed,16,20,0.042895,71.350906,BK0016;BK0020;BK0038;BK0042;BK0063;BK0100;BK0105;BK0151
depletion,16,20,0.042895,71.350906,BK0004;BK0009;BK0044;BK0045;BK0059;BK0073;BK0097;BK0126
host,16,20,0.042895,71.350906,BK0001;BK0014;BK0038;BK0044;BK0054;BK0058;BK0163;BK0168
phenotype,16,20,0.042895,71.350906,BK0034;BK0036;BK0050;BK0058;BK0079;BK0080;BK0112;BK0135
injury,14,31,0.037534,70.621518,BK0028;BK0032;BK0047;BK0049;BK0052;BK0055;BK0075;BK0116
candidate,16,19,0.042895,70.277079,BK0014;BK0073;BK0093;BK0114;BK0125;BK0138;BK0164;BK0186
bind,16,18,0.042895,69.15085,BK0019;BK0102;BK0103;BK0128;BK0144;BK0155;BK0178;BK0188
generated,16,18,0.042895,69.15085,BK0036;BK0047;BK0072;BK0128;BK0129;BK0134;BK0135;BK0140
greater,16,18,0.042895,69.15085,BK0005;BK0006;BK0020;BK0021;BK0104;BK0106;BK0123;BK0145
interacts,16,18,0.042895,69.15085,BK0024;BK0069;BK0071;BK0074;BK0110;BK0126;BK0134;BK0142
lacking,16,18,0.042895,69.15085,BK0017;BK0021;BK0028;BK0092;BK0107;BK0111;BK0119;BK0160
order,16,18,0.042895,69.15085,BK0056;BK0068;BK0073;BK0118;BK0131;BK0137;BK0226;BK0228
posttranslational,16,18,0.042895,69.15085,BK0002;BK0026;BK0073;BK0086;BK0141;BK0152;BK0158;BK0187
severe,15,22,0.040214,68.774438,BK0065;BK0080;BK0135;BK0137;BK0138;BK0195;BK0219;BK0230
brain,14,28,0.037534,68.696468,BK0013;BK0020;BK0039;BK0047;BK0048;BK0052;BK0063;BK0070
muscle,12,50,0.032172,68.405277,BK0005;BK0016;BK0028;BK0045;BK0052;BK0083;BK0088;BK0104
probe,14,27,0.037534,68.011734,BK0012;BK0022;BK0096;BK0103;BK0147;BK0258;BK0270;BK0324
available,16,17,0.042895,67.96684,BK0020;BK0077;BK0093;BK0099;BK0128;BK0132;BK0154;BK0159
led,16,17,0.042895,67.96684,BK0003;BK0008;BK0016;BK0049;BK0100;BK0148;BK0149;BK0160
support,16,17,0.042895,67.96684,BK0014;BK0016;BK0019;BK0080;BK0086;BK0092;BK0098;BK0122
work,16,17,0.042895,67.96684,BK0051;BK0106;BK0108;BK0111;BK0169;BK0178;BK0183;BK0222
enriched,15,21,0.040214,67.853429,BK0005;BK0016;BK0017;BK0020;BK0027;BK0068;BK0079;BK0102
single,15,20,0.040214,66.891474,BK0006;BK0073;BK0099;BK0101;BK0102;BK0120;BK0125;BK0140
component,16,16,0.042895,66.7188,BK0069;BK0089;BK0092;BK0106;BK0113;BK0123;BK0131;BK0171
define,16,16,0.042895,66.7188,BK0003;BK0004;BK0039;BK0057;BK0097;BK0115;BK0131;BK0143
insights,16,16,0.042895,66.7188,BK0008;BK0011;BK0021;BK0024;BK0029;BK0042;BK0057;BK0070
propose,16,16,0.042895,66.7188,BK0011;BK0089;BK0100;BK0120;BK0132;BK0164;BK0184;BK0224
review,16,16,0.042895,66.7188,BK0013;BK0028;BK0054;BK0067;BK0091;BK0169;BK0174;BK0179
presentation,14,25,0.037534,66.568425,BK0053;BK0058;BK0062;BK0097;BK0176;BK0204;BK0215;BK0218
outcome,14,23,0.037534,65.013987,BK0015;BK0023;BK0038;BK0070;BK0081;BK0093;BK0116;BK0138
phase,14,23,0.037534,65.013987,BK0014;BK0057;BK0081;BK0088;BK0107;BK0110;BK0136;BK0146
promote,15,18,0.040214,64.828921,BK0024;BK0048;BK0094;BK0119;BK0142;BK0146;BK0170;BK0183
acids,14,22,0.037534,64.189475,BK0001;BK0002;BK0008;BK0033;BK0043;BK0094;BK0166;BK0174
syndrome,14,22,0.037534,64.189475,BK0024;BK0050;BK0068;BK0071;BK0080;BK0122;BK0128;BK0129
defined,15,17,0.040214,63.718913,BK0080;BK0085;BK0102;BK0149;BK0172;BK0176;BK0186;BK0190
efficient,15,17,0.040214,63.718913,BK0040;BK0072;BK0090;BK0147;BK0157;BK0178;BK0204;BK0226
forms,15,17,0.040214,63.718913,BK0042;BK0048;BK0107;BK0110;BK0144;BK0168;BK0191;BK0201
induce,15,17,0.040214,63.718913,BK0058;BK0059;BK0087;BK0102;BK0105;BK0116;BK0131;BK0151
line,15,17,0.040214,63.718913,BK0030;BK0042;BK0062;BK0063;BK0092;BK0095;BK0125;BK0159
relevant,15,17,0.040214,63.718913,BK0027;BK0031;BK0056;BK0109;BK0124;BK0153;BK0175;BK0177
specifically,15,17,0.040214,63.718913,BK0020;BK0079;BK0115;BK0126;BK0175;BK0180;BK0224;BK0256
cancers,14,21,0.037534,63.329867,BK0019;BK0025;BK0037;BK0059;BK0065;BK0077;BK0113;BK0155
suppressor,14,21,0.037534,63.329867,BK0007;BK0024;BK0155;BK0162;BK0165;BK0192;BK0261;BK0280
analyzed,15,16,0.040214,62.548875,BK0023;BK0063;BK0095;BK0114;BK0116;BK0132;BK0139;BK0140
expressing,15,16,0.040214,62.548875,BK0005;BK0064;BK0079;BK0101;BK0104;BK0129;BK0208;BK0211
largely,15,16,0.040214,62.548875,BK0014;BK0048;BK0084;BK0123;BK0131;BK0137;BK0177;BK0184
moreover,15,16,0.040214,62.548875,BK0008;BK0026;BK0044;BK0083;BK0086;BK0096;BK0100;BK0148
often,15,16,0.040214,62.548875,BK0016;BK0021;BK0028;BK0062;BK0084;BK0091;BK0114;BK0135
species,15,16,0.040214,62.548875,BK0013;BK0064;BK0078;BK0097;BK0109;BK0141;BK0148;BK0172
assembly,14,20,0.037534,62.432043,BK0004;BK0019;BK0052;BK0053;BK0064;BK0115;BK0147;BK0194
isolated,14,20,0.037534,62.432043,BK0081;BK0113;BK0120;BK0210;BK0214;BK0235;BK0254;BK0260
proteolytic,13,25,0.034853,61.813538,BK0047;BK0049;BK0064;BK0186;BK0242;BK0285;BK0298;BK0323
composition,14,19,0.037534,61.492444,BK0005;BK0020;BK0021;BK0086;BK0098;BK0102;BK0129;BK0149
disorders,14,19,0.037534,61.492444,BK0013;BK0017;BK0018;BK0028;BK0042;BK0090;BK0103;BK0120
synthesis,14,19,0.037534,61.492444,BK0063;BK0094;BK0105;BK0148;BK0201;BK0208;BK0227;BK0263
ability,15,15,0.040214,61.311943,BK0013;BK0071;BK0117;BK0162;BK0184;BK0218;BK0228;BK0232
contributes,15,15,0.040214,61.311943,BK0032;BK0047;BK0058;BK0064;BK0086;BK0115;BK0136;BK0165
established,15,15,0.040214,61.311943,BK0031;BK0037;BK0046;BK0047;BK0073;BK0076;BK0096;BK0108
play,15,15,0.040214,61.311943,BK0015;BK0070;BK0084;BK0105;BK0114;BK0135;BK0138;BK0220
yet,15,15,0.040214,61.311943,BK0045;BK0066;BK0073;BK0110;BK0119;BK0127;BK0138;BK0156
cohort,13,24,0.034853,61.105716,BK0003;BK0014;BK0023;BK0037;BK0077;BK0093;BK0116;BK0122
kidneys,12,32,0.032172,61.049554,BK0008;BK0032;BK0047;BK0049;BK0052;BK0070;BK0075;BK0116
hif,11,44,0.029491,60.759182,BK0268;BK0273;BK0277;BK0279;BK0286;BK0287;BK0288;BK0315
applied,14,18,0.037534,60.506993,BK0046;BK0051;BK0093;BK0109;BK0114;BK0124;BK0129;BK0174
residue,14,18,0.037534,60.506993,BK0073;BK0096;BK0141;BK0143;BK0223;BK0225;BK0273;BK0278
methylation,11,42,0.029491,60.053748,BK0059;BK0084;BK0169;BK0180;BK0201;BK0205;BK0233;BK0252
tcr,11,42,0.029491,60.053748,BK0007;BK0015;BK0034;BK0102;BK0155;BK0341;BK0366;BK0367
compounds,13,22,0.034853,59.604513,BK0056;BK0087;BK0105;BK0109;BK0156;BK0165;BK0166;BK0227
binds,14,17,0.037534,59.470985,BK0018;BK0042;BK0064;BK0144;BK0193;BK0194;BK0224;BK0228
characterization,14,17,0.037534,59.470985,BK0006;BK0030;BK0031;BK0042;BK0058;BK0081;BK0105;BK0113
chronic,14,17,0.037534,59.470985,BK0007;BK0017;BK0043;BK0062;BK0078;BK0111;BK0120;BK0136
features,14,17,0.037534,59.470985,BK0003;BK0008;BK0039;BK0042;BK0060;BK0083;BK0111;BK0128
sequences,14,17,0.037534,59.470985,BK0099;BK0111;BK0131;BK0176;BK0185;BK0188;BK0199;BK0204
workflow,14,17,0.037534,59.470985,BK0005;BK0031;BK0039;BK0043;BK0046;BK0051;BK0056;BK0085
epitopes,12,29,0.032172,59.450356,BK0040;BK0053;BK0066;BK0080;BK0125;BK0131;BK0181;BK0215
cytotoxic,13,21,0.034853,58.806305,BK0015;BK0062;BK0089;BK0090;BK0176;BK0204;BK0218;BK0289
individuals,13,21,0.034853,58.806305,BK0014;BK0021;BK0037;BK0080;BK0108;BK0111;BK0131;BK0198
performance,13,21,0.034853,58.806305,BK0037;BK0086;BK0093;BK0106;BK0124;BK0132;BK0239;BK0241
signature,13,21,0.034853,58.806305,BK0003;BK0037;BK0038;BK0055;BK0061;BK0068;BK0137;BK0138
systemic,13,21,0.034853,58.806305,BK0047;BK0051;BK0086;BK0088;BK0116;BK0148;BK0149;BK0171
tumour,13,21,0.034853,58.806305,BK0039;BK0048;BK0062;BK0119;BK0126;BK0165;BK0200;BK0229
differential,14,16,0.037534,58.37895,BK0011;BK0055;BK0059;BK0068;BK0085;BK0086;BK0124;BK0215
importance,14,16,0.037534,58.37895,BK0020;BK0036;BK0042;BK0084;BK0113;BK0125;BK0138;BK0156
murine,14,16,0.037534,58.37895,BK0001;BK0055;BK0076;BK0112;BK0113;BK0123;BK0148;BK0175
screen,14,16,0.037534,58.37895,BK0025;BK0026;BK0045;BK0077;BK0107;BK0170;BK0196;BK0199
therapy,14,16,0.037534,58.37895,BK0065;BK0090;BK0095;BK0122;BK0132;BK0148;BK0164;BK0172
cytoplasmic,13,20,0.034853,57.972611,BK0010;BK0016;BK0020;BK0044;BK0063;BK0085;BK0160;BK0209
differentiation,13,20,0.034853,57.972611,BK0045;BK0072;BK0077;BK0083;BK0167;BK0231;BK0240;BK0246
proteasomal,13,20,0.034853,57.972611,BK0040;BK0045;BK0104;BK0126;BK0193;BK0215;BK0265;BK0272
turnover,13,20,0.034853,57.972611,BK0002;BK0028;BK0029;BK0042;BK0072;BK0091;BK0174;BK0177
downstream,14,15,0.037534,57.22448,BK0034;BK0106;BK0119;BK0129;BK0133;BK0141;BK0142;BK0167
phosphorylated,14,15,0.037534,57.22448,BK0057;BK0110;BK0122;BK0168;BK0178;BK0182;BK0187;BK0212
responsible,14,15,0.037534,57.22448,BK0115;BK0119;BK0135;BK0168;BK0178;BK0202;BK0215;BK0232
resulted,14,15,0.037534,57.22448,BK0052;BK0076;BK0093;BK0094;BK0142;BK0149;BK0158;BK0160
subsequent,14,15,0.037534,57.22448,BK0015;BK0025;BK0053;BK0063;BK0074;BK0090;BK0159;BK0269
complement,13,19,0.034853,57.100126,BK0049;BK0068;BK0070;BK0136;BK0186;BK0241;BK0260;BK0263
immunity,13,18,0.034853,56.185065,BK0007;BK0022;BK0034;BK0050;BK0062;BK0072;BK0080;BK0101
manner,14,14,0.037534,56.0,BK0012;BK0194;BK0208;BK0209;BK0223;BK0224;BK0225;BK0228
need,14,14,0.037534,56.0,BK0039;BK0100;BK0113;BK0132;BK0148;BK0172;BK0179;BK0197
objective,14,14,0.037534,56.0,BK0051;BK0057;BK0081;BK0122;BK0128;BK0129;BK0139;BK0151
occurs,14,14,0.037534,56.0,BK0002;BK0146;BK0200;BK0216;BK0232;BK0245;BK0250;BK0264
possible,14,14,0.037534,56.0,BK0114;BK0149;BK0161;BK0196;BK0236;BK0240;BK0242;BK0254
purified,14,14,0.037534,56.0,BK0058;BK0176;BK0265;BK0269;BK0273;BK0282;BK0304;BK0311
since,14,14,0.037534,56.0,BK0096;BK0103;BK0129;BK0164;BK0168;BK0173;BK0215;BK0289
subunit,14,14,0.037534,56.0,BK0115;BK0131;BK0134;BK0178;BK0194;BK0199;BK0220;BK0223
domains,13,17,0.034853,55.223058,BK0018;BK0096;BK0157;BK0188;BK0190;BK0224;BK0231;BK0249
enzymatic,13,17,0.034853,55.223058,BK0009;BK0045;BK0046;BK0103;BK0141;BK0163;BK0187;BK0208
ratio,13,17,0.034853,55.223058,BK0020;BK0023;BK0027;BK0058;BK0063;BK0082;BK0093;BK0122
hypoxia,11,29,0.029491,54.496159,BK0095;BK0164;BK0197;BK0208;BK0209;BK0268;BK0273;BK0277
deficiency,13,16,0.034853,54.209025,BK0024;BK0050;BK0061;BK0065;BK0117;BK0148;BK0202;BK0237
members,13,16,0.034853,54.209025,BK0018;BK0031;BK0033;BK0041;BK0105;BK0143;BK0246;BK0256
p53,10,40,0.02681,53.923174,BK0155;BK0165;BK0203;BK0211;BK0244;BK0253;BK0261;BK0278
validation,12,20,0.032172,53.513179,BK0005;BK0037;BK0038;BK0093;BK0124;BK0150;BK0157;BK0166
years,12,20,0.032172,53.513179,BK0015;BK0139;BK0154;BK0171;BK0172;BK0173;BK0181;BK0199
cd8,11,27,0.029491,53.437791,BK0007;BK0040;BK0066;BK0080;BK0125;BK0289;BK0349;BK0367
chain,13,15,0.034853,53.137017,BK0005;BK0073;BK0081;BK0094;BK0115;BK0122;BK0147;BK0194
profile,13,15,0.034853,53.137017,BK0029;BK0030;BK0035;BK0043;BK0066;BK0101;BK0103;BK0116
putative,13,15,0.034853,53.137017,BK0061;BK0100;BK0113;BK0119;BK0168;BK0169;BK0212;BK0221
sensitive,13,15,0.034853,53.137017,BK0063;BK0065;BK0092;BK0093;BK0174;BK0207;BK0229;BK0268
innate,12,19,0.032172,52.707809,BK0009;BK0061;BK0062;BK0072;BK0085;BK0097;BK0163;BK0170
abundant,13,14,0.034853,52.0,BK0064;BK0070;BK0083;BK0113;BK0114;BK0125;BK0140;BK0150
lack,13,14,0.034853,52.0,BK0037;BK0040;BK0048;BK0064;BK0084;BK0119;BK0185;BK0267
lymphocytes,13,14,0.034853,52.0,BK0034;BK0062;BK0089;BK0170;BK0176;BK0182;BK0218;BK0300
recognized,13,14,0.034853,52.0,BK0051;BK0095;BK0103;BK0110;BK0123;BK0131;BK0153;BK0253
systems,13,14,0.034853,52.0,BK0017;BK0025;BK0057;BK0072;BK0146;BK0190;BK0222;BK0238
techniques,13,14,0.034853,52.0,BK0001;BK0002;BK0008;BK0014;BK0062;BK0091;BK0116;BK0145
understand,13,14,0.034853,52.0,BK0048;BK0050;BK0091;BK0095;BK0124;BK0137;BK0168;BK0174
reticulum,12,18,0.032172,51.863137,BK0027;BK0053;BK0055;BK0079;BK0085;BK0117;BK0218;BK0228
endoplasmic,12,17,0.032172,50.97513,BK0027;BK0053;BK0055;BK0079;BK0085;BK0117;BK0218;BK0228
additional,13,13,0.034853,50.789578,BK0016;BK0033;BK0094;BK0105;BK0115;BK0173;BK0185;BK0226
facilitate,13,13,0.034853,50.789578,BK0010;BK0037;BK0147;BK0171;BK0205;BK0212;BK0254;BK0256
genomic,13,13,0.034853,50.789578,BK0011;BK0048;BK0077;BK0084;BK0099;BK0119;BK0126;BK0142
information,13,13,0.034853,50.789578,BK0025;BK0103;BK0124;BK0134;BK0149;BK0173;BK0185;BK0254
integrated,13,13,0.034853,50.789578,BK0006;BK0013;BK0018;BK0032;BK0042;BK0051;BK0084;BK0095
obtained,13,13,0.034853,50.789578,BK0006;BK0051;BK0120;BK0129;BK0186;BK0198;BK0199;BK0230
studied,13,13,0.034853,50.789578,BK0036;BK0073;BK0080;BK0113;BK0125;BK0163;BK0218;BK0285
tested,13,13,0.034853,50.789578,BK0038;BK0063;BK0120;BK0128;BK0131;BK0181;BK0218;BK0227
male,11,22,0.029491,50.434588,BK0021;BK0023;BK0064;BK0086;BK0098;BK0106;BK0114;BK0135
bound,12,16,0.032172,50.0391,BK0128;BK0155;BK0167;BK0176;BK0188;BK0218;BK0250;BK0259
embryonic,12,16,0.032172,50.0391,BK0005;BK0084;BK0100;BK0127;BK0167;BK0180;BK0190;BK0231
lines,12,16,0.032172,50.0391,BK0050;BK0113;BK0125;BK0201;BK0229;BK0244;BK0260;BK0322
recombinant,12,16,0.032172,50.0391,BK0044;BK0096;BK0168;BK0198;BK0218;BK0234;BK0270;BK0289
upregulation,12,16,0.032172,50.0391,BK0014;BK0020;BK0036;BK0082;BK0088;BK0095;BK0112;BK0158
donor,11,21,0.029491,49.759182,BK0008;BK0014;BK0047;BK0052;BK0070;BK0116;BK0140;BK0197
antibodies,11,20,0.029491,49.053748,BK0002;BK0128;BK0151;BK0155;BK0181;BK0217;BK0218;BK0249
reproductive,11,20,0.029491,49.053748,BK0011;BK0021;BK0064;BK0078;BK0086;BK0106;BK0114;BK0135
efficiency,12,15,0.032172,49.049554,BK0006;BK0016;BK0098;BK0223;BK0226;BK0289;BK0308;BK0357
ligand,12,15,0.032172,49.049554,BK0006;BK0102;BK0235;BK0260;BK0305;BK0314;BK0357;BK0361
